2024-05-01 12:07:28,066 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Configure stats pid to 1865334
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Loading settings from /raid/home/automathon_2024/account13/.config/wandb/settings
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Loading settings from /raid/home/automathon_2024/account13/anon/automathon-2024/wandb/settings
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'run.py', 'program_abspath': '/raid/home/automathon_2024/account13/anon/automathon-2024/run.py', 'program': '/raid/home/automathon_2024/account13/anon/automathon-2024/run.py'}
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_init.py:_log_setup():521] Logging user logs to /raid/home/automathon_2024/account13/anon/automathon-2024/wandb/run-20240501_120728-8bft0e81/logs/debug.log
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_init.py:_log_setup():522] Logging internal logs to /raid/home/automathon_2024/account13/anon/automathon-2024/wandb/run-20240501_120728-8bft0e81/logs/debug-internal.log
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_init.py:init():561] calling init triggers
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_init.py:init():568] wandb.init called with sweep_config: {}
config: {}
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_init.py:init():611] starting backend
2024-05-01 12:07:28,067 INFO    MainThread:1865334 [wandb_init.py:init():615] setting up manager
2024-05-01 12:07:28,068 INFO    MainThread:1865334 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-05-01 12:07:28,072 INFO    MainThread:1865334 [wandb_init.py:init():623] backend started and connected
2024-05-01 12:07:28,074 INFO    MainThread:1865334 [wandb_init.py:init():715] updated telemetry
2024-05-01 12:07:28,078 INFO    MainThread:1865334 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-05-01 12:07:28,510 INFO    MainThread:1865334 [wandb_run.py:_on_init():2357] communicating current version
2024-05-01 12:07:28,622 INFO    MainThread:1865334 [wandb_run.py:_on_init():2366] got version response 
2024-05-01 12:07:28,623 INFO    MainThread:1865334 [wandb_init.py:init():799] starting run threads in backend
2024-05-01 12:07:28,986 INFO    MainThread:1865334 [wandb_run.py:_console_start():2335] atexit reg
2024-05-01 12:07:28,987 INFO    MainThread:1865334 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-05-01 12:07:28,987 INFO    MainThread:1865334 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-05-01 12:07:28,987 INFO    MainThread:1865334 [wandb_run.py:_redirect():2280] Redirects installed.
2024-05-01 12:07:28,988 INFO    MainThread:1865334 [wandb_init.py:init():842] run started, returning control to user process
2024-05-01 12:07:41,016 WARNING MsgRouterThr:1865334 [router.py:message_loop():77] message_loop has been closed
